asset_id,asset_name,asset_ip,cve_id
239,10.1.30.6,10.1.30.6,CVE-2021-33012
239,10.1.30.6,10.1.30.6,CVE-2017-7902
239,10.1.30.6,10.1.30.6,CVE-2015-6491
239,10.1.30.6,10.1.30.6,CVE-2016-0868
239,10.1.30.6,10.1.30.6,CVE-2017-14465
239,10.1.30.6,10.1.30.6,CVE-2020-6984
239,10.1.30.6,10.1.30.6,CVE-2017-7899
239,10.1.30.6,10.1.30.6,CVE-2017-14470
239,10.1.30.6,10.1.30.6,CVE-2017-14463
239,10.1.30.6,10.1.30.6,CVE-2017-12088
239,10.1.30.6,10.1.30.6,CVE-2012-6442
239,10.1.30.6,10.1.30.6,CVE-2012-6436
239,10.1.30.6,10.1.30.6,CVE-2017-14468
239,10.1.30.6,10.1.30.6,CVE-2012-6441
239,10.1.30.6,10.1.30.6,CVE-2012-6439
239,10.1.30.6,10.1.30.6,CVE-2017-12093
239,10.1.30.6,10.1.30.6,CVE-2015-6488
239,10.1.30.6,10.1.30.6,CVE-2020-6988
239,10.1.30.6,10.1.30.6,CVE-2017-7898
239,10.1.30.6,10.1.30.6,CVE-2019-10955
239,10.1.30.6,10.1.30.6,CVE-2012-6437
239,10.1.30.6,10.1.30.6,CVE-2020-6990
239,10.1.30.6,10.1.30.6,CVE-2017-14462
239,10.1.30.6,10.1.30.6,CVE-2012-6438
239,10.1.30.6,10.1.30.6,CVE-2017-7924
239,10.1.30.6,10.1.30.6,CVE-2012-6435
239,10.1.30.6,10.1.30.6,CVE-2017-14466
239,10.1.30.6,10.1.30.6,CVE-2015-6486
239,10.1.30.6,10.1.30.6,CVE-2017-14467
239,10.1.30.6,10.1.30.6,RA-65982
239,10.1.30.6,10.1.30.6,CVE-2020-6980
239,10.1.30.6,10.1.30.6,CVE-2017-12089
239,10.1.30.6,10.1.30.6,RA-65980
376,10.1.30.1:Card 2 \ Addr 11,,CVE-2021-22681
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2025-20236
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2024-27198
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2023-20134
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2023-20132
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2025-30023
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2019-12255
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2025-30025
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-33622
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2025-30024
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-44815
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-47291
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-45657
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11002
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9970
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9887
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11304
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10903
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9965
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11239
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9939
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9977
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10001
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10940
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10939
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11282
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9924
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9962
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9987
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10959
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9946
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9875
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10920
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9112
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10970
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9961
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11306
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11683
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10928
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11235
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11091
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11103
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9884
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11040
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10000
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11054
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9902
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11201
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10975
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11637
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11030
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11272
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11693
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10901
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11207
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11301
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11088
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10898
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10953
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10906
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10986
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9932
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10911
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11052
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9960
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11297
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11641
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10019
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11664
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11144
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11211
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10902
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11293
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11248
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9951
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11692
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10886
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11049
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11647
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11094
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11112
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11657
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11677
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9890
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9880
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9899
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10945
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10961
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10009
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10941
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11262
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9988
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9952
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11173
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11086
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9983
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11231
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11076
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11191
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10974
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11015
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10931
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11667
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10907
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11648
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9111
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11265
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11028
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11066
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9958
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10006
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9898
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11646
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11673
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10915
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11074
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11119
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9997
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10884
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11092
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11649
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10991
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9909
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9893
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10905
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11050
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9928
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9922
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11661
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11130
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11136
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9940
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10914
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11629
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9999
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9897
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10918
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9916
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10982
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11065
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9873
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11024
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11163
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9949
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11117
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10894
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11635
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11640
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10887
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11237
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11638
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11631
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9892
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9976
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10003
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11108
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11674
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10891
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11660
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11636
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9973
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10955
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10927
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9910
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10913
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9967
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11694
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11111
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11082
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11000
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9992
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10895
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10020
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9964
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9938
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9975
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11059
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9915
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11167
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11179
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11633
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10951
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11700
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11655
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11659
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9957
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11037
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11650
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11680
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10012
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11131
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9896
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11175
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10935
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10917
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9878
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11634
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11307
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9947
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10921
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10949
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10971
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9881
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11687
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9995
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11169
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9925
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10017
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11043
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10924
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11250
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10987
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9905
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11171
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9119
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11153
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11047
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11070
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10952
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10882
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11100
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11151
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10926
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10943
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9126
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11688
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9933
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11056
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11124
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9891
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11670
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11185
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10936
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9885
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9872
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9936
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11071
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9941
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11042
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9968
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11303
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9948
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9886
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11652
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9982
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9894
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11114
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11213
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9877
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10908
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11644
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10988
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10881
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11645
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11198
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10013
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10007
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11012
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10972
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10016
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11146
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10963
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10978
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10892
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11158
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11152
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11041
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10954
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9118
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11697
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10885
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10947
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11654
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11699
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11113
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11149
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11147
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11256
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9918
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11021
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11077
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11632
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10946
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9993
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10893
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11058
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10922
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11236
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10948
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10957
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9120
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11125
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10919
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9900
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10989
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11242
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10890
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11120
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10899
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9934
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11170
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11642
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11046
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9879
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9963
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11172
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11305
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11296
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9874
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11063
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9998
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11639
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9876
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10990
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10021
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9984
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11679
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11080
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9114
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10934
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11010
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9923
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11662
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10909
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11154
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9888
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9945
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11085
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10923
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9123
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11177
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9937
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11009
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11671
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9914
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-10910
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-9927
402,DESKTOP-5NATTOG,172.16.35.202,CVE-2026-11656
